Job Title,Salary Estimate,Rating,Company Name,Location,Size,Sector,Revenue
Data Scientist,$120K-$140K (Glassdoor est.),3,"CLEAR
3.0","New York, NY",1001 to 5000 employees,Business Services,Unknown / Non-Applicable
Data Scientist,$120K-$140K (Glassdoor est.),4.2,"Gallup
4.2","New York, NY",1001 to 5000 employees,Business Services,Unknown / Non-Applicable
Data Analyst,$120K-$140K (Glassdoor est.),3.9,"Point72
3.9","New York, NY",1001 to 5000 employees,Finance,Unknown / Non-Applicable
"Senior Data Analyst, Insights & Analytics Team [Customer Operations]",$120K-$140K (Glassdoor est.),3.4,"Squarespace
3.4","New York, NY",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Data Scientist,$120K-$140K (Glassdoor est.),3.5,"Andiamo
3.5","New York, NY",201 to 500 employees,"Restaurants, Bars & Food Services",$1 to $5 million (USD)
Data Scientist for Alpha Insights,$120K-$140K (Glassdoor est.),3.5,"Andiamo
3.5","New York, NY",201 to 500 employees,"Restaurants, Bars & Food Services",$1 to $5 million (USD)
Quantitative Researcher / Quantitative Research Analyst,$120K-$140K (Glassdoor est.),4.1,"Citadel Securities
4.1","New York, NY",201 to 500 employees,Finance,Unknown / Non-Applicable
Data Science Analyst,$120K-$140K (Glassdoor est.),3.7,"GNY Insurance Companies
3.7","New York, NY",201 to 500 employees,Insurance,$100 to $500 million (USD)
Data Scientist,$120K-$140K (Glassdoor est.),4.3,"IBG LLC
4.3","New York, NY",201 to 500 employees,Finance,$100 to $500 million (USD)
"Data Scientist, Decisions",$120K-$140K (Glassdoor est.),3.7,"Lyft
3.7","New York, NY",5001 to 10000 employees,Information Technology,Unknown / Non-Applicable
Technical Data Consultant,$120K-$140K (Glassdoor est.),4.3,"Braze
4.3","New York, NY",501 to 1000 employees,Business Services,$100 to $500 million (USD)
Data Scientist,$120K-$140K (Glassdoor est.),3.4,"Casper
3.4","New York, NY",501 to 1000 employees,Retail,Unknown / Non-Applicable
Data Scientist,$120K-$140K (Glassdoor est.),4.2,"infarm
4.2","New York, NY",501 to 1000 employees,Retail,Unknown / Non-Applicable
Quantitative Research Analyst,$120K-$140K (Glassdoor est.),3.6,"Tower Research Capital
3.6","New York, NY",501 to 1000 employees,Finance,Unknown / Non-Applicable
Data Scientist,$120K-$140K (Glassdoor est.),3.2,"viagogo
3.2","New York, NY",501 to 1000 employees,Information Technology,Unknown / Non-Applicable
"Data Scientist, Analytics",$120K-$140K (Glassdoor est.),4.6,"Bowery Farming
4.6","New York, NY",51 to 200 employees,Agriculture & Forestry,Unknown / Non-Applicable
Data Scientist,$120K-$140K (Glassdoor est.),4.3,"Caserta
4.3","New York, NY",51 to 200 employees,Information Technology,Unknown / Non-Applicable
"Data Scientist, Analytics & Inference",$120K-$140K (Glassdoor est.),3.5,"Codecademy
3.5","New York, NY",51 to 200 employees,Education,Unknown / Non-Applicable
"Data Scientist, Decisions",$120K-$140K (Glassdoor est.),3.9,"Crisis Text Line
3.9","New York, NY",51 to 200 employees,Non-Profit,Unknown / Non-Applicable
Data Science Analyst,$120K-$140K (Glassdoor est.),,MUSIC & Entertainment,"New York, NY",Unknown,,Unknown / Non-Applicable
Data Analyst,$121K-$192K (Glassdoor est.),,enexusglobal,"San Jose, CA",,,
Data Engineer,$121K-$192K (Glassdoor est.),,GradTests (gradtests.com.au),"San Jose, CA",,,
Senior Data Scientist,$121K-$192K (Glassdoor est.),,Nextphase Recruiting,"Palo Alto, CA",,,
Data Engineer,$121K-$192K (Glassdoor est.),4.9,"Amick Brown, LLC
4.9","Sunnyvale, CA",1 to 50 employees,,$5 to $10 million (USD)
Analytical Scientist,$121K-$192K (Glassdoor est.),3.4,"ATUM
3.4","Newark, CA",1 to 50 employees,Information Technology,$1 to $5 million (USD)
Computer Vision Scientist,$121K-$192K (Glassdoor est.),5,"Matroid
5.0","Palo Alto, CA",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Federal - Senior Machine Learning Engineer,$121K-$192K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","San Jose, CA",1 to 50 employees,Information Technology,$10 to $25 million (USD)
Data Engineer / Data Architect,$44K-$80K (Glassdoor est.),4.5,"Beacon Hill Staffing Group, LLC
4.5","Philadelphia, PA",501 to 1000 employees,Business Services,$500 million to $1 billion (USD)
"Data Analyst - Health, Senior",$37K-$75K (Glassdoor est.),4.1,"Blue Shield of California
4.1","Woodland Hills, CA",5001 to 10000 employees,Insurance,$10+ billion (USD)
Principal Data Scientist,$150K-$237K (Glassdoor est.),4.3,"Box
4.3","Redwood City, CA",1001 to 5000 employees,Information Technology,$500 million to $1 billion (USD)
"Data Engineer, Machine Learning",$102K-$179K (Glassdoor est.),4.1,"Cadence Design Systems
4.1","San Jose, CA",5001 to 10000 employees,Information Technology,$1 to $2 billion (USD)
"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps",$46K-$82K (Glassdoor est.),4.1,"California State University
4.1","San Diego, CA",10000+ employees,Education,$2 to $5 billion (USD)
Spice Modeling Engineer,$100K-$152K (Glassdoor est.),4.3,"Cirrus Logic
4.3","Austin, TX",1001 to 5000 employees,Manufacturing,$1 to $2 billion (USD)
AMS Verification and Modeling Engineer,$62K-$112K (Glassdoor est.),4.3,"Cirrus Logic
4.3","Austin, TX",1001 to 5000 employees,Manufacturing,$1 to $2 billion (USD)
Microsoft Dynamics CRM Data Analyst,$121K-$192K (Glassdoor est.),3.7,"IBM
3.7","San Jose, CA",10000+ employees,Information Technology,$10+ billion (USD)
"Data Scientist Manager, Instagram Well-being",$121K-$192K (Glassdoor est.),5,"Instagram
5.0","Menlo Park, CA",10000+ employees,,Unknown / Non-Applicable
Data Engineer,$121K-$192K (Glassdoor est.),4.1,"BayOne Solutions
4.1","San Jose, CA",1001 to 5000 employees,Information Technology,$5 to $10 million (USD)
Machine Learning Engineer,$121K-$192K (Glassdoor est.),4.1,"BayOne Solutions
4.1","Cupertino, CA",1001 to 5000 employees,Information Technology,$5 to $10 million (USD)
"Scientist 2, Biology",$121K-$192K (Glassdoor est.),3.2,"Net2Source
3.2","San Jose, CA",1001 to 5000 employees,Business Services,$100 to $500 million (USD)
Data Analyst,$121K-$192K (Glassdoor est.),3.6,"Randstad
3.6","Sunnyvale, CA",1001 to 5000 employees,Business Services,Unknown / Non-Applicable
Project Scientist - Data Analytics,$121K-$192K (Glassdoor est.),3.5,"SLAC National Accelerator Laboratory
3.5","Menlo Park, CA",1001 to 5000 employees,Government,Unknown / Non-Applicable
Data Analyst,$121K-$192K (Glassdoor est.),3.1,"Logic Planet
3.1","San Jose, CA",201 to 500 employees,Information Technology,$25 to $50 million (USD)
"Senior Machine Learning Engineer / Data Scientist, Machine Assisted Cognition",$121K-$192K (Glassdoor est.),3.5,"Toyota Research Institute
3.5","Los Altos, CA",201 to 500 employees,Business Services,Unknown / Non-Applicable
AI Scientist - Data & AI Platform,$121K-$192K (Glassdoor est.),3.9,"Electronic Arts
3.9","Redwood City, CA",5001 to 10000 employees,Media,$2 to $5 billion (USD)
Workday Data Consultant,$121K-$192K (Glassdoor est.),3.7,"Collaborative Solutions
3.7","Pleasanton, CA",501 to 1000 employees,Information Technology,$50 to $100 million (USD)
Machine Learning Engineer,$121K-$192K (Glassdoor est.),2.9,"Dew Software
2.9","San Jose, CA",51 to 200 employees,Information Technology,$10 to $25 million (USD)
Data Analyst,$121K-$192K (Glassdoor est.),4,"E Base Technologies
4.0","Sunnyvale, CA",51 to 200 employees,Business Services,$5 to $10 million (USD)
Data Engineer,$121K-$192K (Glassdoor est.),3.3,"Itility
3.3","San Jose, CA",51 to 200 employees,Aerospace & Defense,$1 to $5 million (USD)
Scientist - Mathematics,$121K-$192K (Glassdoor est.),3,"Verseon
3.0","Fremont, CA",51 to 200 employees,Biotech & Pharmaceuticals,$1 to $5 million (USD)
Data Science & Machine Learning Research Intern,$129K-$210K (Glassdoor est.),,Altversity,"New York, NY",,,
Data Scientist,$129K-$210K (Glassdoor est.),,Biotenico Research and Development Company,"New York, NY",,,
Data Scientist,$129K-$210K (Glassdoor est.),,The Organic Recruiter,"New York, NY",,,
Data Scientist(s)/Machine Learning Engineer,$129K-$210K (Glassdoor est.),5,"Blue Horizon Tek Solutions
5.0","New York, NY",1 to 50 employees,Business Services,Unknown / Non-Applicable
Quantitative Researcher - Portfolio Modeling,$129K-$210K (Glassdoor est.),,Edward Daniels Group,"New York, NY",1 to 50 employees,Information Technology,$1 to $5 million (USD)
Data Scientist - Leading Quant Hedge Fund,$129K-$210K (Glassdoor est.),,Edward Daniels Group,"New York, NY",1 to 50 employees,Information Technology,$1 to $5 million (USD)
Machine Learning Researcher / Data Scientist,$129K-$210K (Glassdoor est.),,"J Harlan Group, LLC","New York, NY",1 to 50 employees,,Unknown / Non-Applicable
Investment & Data Science Intern,$129K-$210K (Glassdoor est.),4,"JAG Capital
4.0","New York, NY",1 to 50 employees,Manufacturing,$5 to $10 million (USD)
Data Scientist/Data Science Instructor (Part-time),$129K-$210K (Glassdoor est.),4.9,"NYC Data Science Academy
4.9","New York, NY",1 to 50 employees,Education,Unknown / Non-Applicable
Data Engineer,$129K-$210K (Glassdoor est.),4.7,"Seated
4.7","New York, NY",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Federal - Data Scientist,$129K-$210K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","New York, NY",1 to 50 employees,Information Technology,$10 to $25 million (USD)
Applied Scientist,$129K-$210K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",10000+ employees,Information Technology,$10+ billion (USD)
"Principal Associate, Data Scientist - Small Business Card, Entity Resolution",$129K-$210K (Glassdoor est.),3.9,"Capital One
3.9","New York, NY",10000+ employees,Finance,$10+ billion (USD)
"Sr. Data Scientist/Data Engineer, AI (Tech Delivery Lead) – New York, NY/Dallas, TX",$129K-$210K (Glassdoor est.),3.3,"Fujitsu
3.3","New York, NY",10000+ employees,,$5 to $10 billion (USD)
CCB F&BM - Quantitative Modeler / Data Scientist - Marketing - Associate,$129K-$210K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.
3.9","New York, NY",10000+ employees,Finance,$10+ billion (USD)
"Lead Data Scientist, R&D Team",$129K-$210K (Glassdoor est.),3.5,"Marsh
3.5","New York, NY",10000+ employees,Insurance,$1 to $2 billion (USD)
Data Scientist,$129K-$210K (Glassdoor est.),2.8,"1-800-Flowers
2.8","New York, NY",1001 to 5000 employees,Business Services,$1 to $2 billion (USD)
Data Scientist,$129K-$210K (Glassdoor est.),3.4,"Digital Intelligence Systems, LLC
3.4","Franklin Lakes, NJ",1001 to 5000 employees,Information Technology,$100 to $500 million (USD)
Principal Data Scientist,$129K-$210K (Glassdoor est.),4.2,"Gallup
4.2","New York, NY",1001 to 5000 employees,Business Services,Unknown / Non-Applicable
Data Scientist,$129K-$210K (Glassdoor est.),3.8,"NPD
3.8","Port Washington, NY",1001 to 5000 employees,Business Services,$100 to $500 million (USD)
Data Engineer - Talent Pool,$110K-$139K (Glassdoor est.),4.1,"Colgate-Palmolive
4.1","New York, NY",10000+ employees,Manufacturing,$10+ billion (USD)
"Senior Analyst, Data Science",$129K-$210K (Glassdoor est.),3.9,"Roku
3.9","New York, NY",1001 to 5000 employees,Information Technology,$500 million to $1 billion (USD)
"Senior / Data Scientist, Ads and Messaging R&D",$129K-$210K (Glassdoor est.),3.8,"Spotify
3.8","New York, NY",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Data Scientist,$129K-$210K (Glassdoor est.),1.9,"Building Service 32BJ Benefit Funds
1.9","New York, NY",201 to 500 employees,Health Care,Unknown / Non-Applicable
Data Scientist,$129K-$210K (Glassdoor est.),4.8,"InvenTech Info
4.8","Jersey City, NJ",201 to 500 employees,Information Technology,$1 to $5 million (USD)
"Senior Data Scientist, Real World EvidenceNY",$129K-$210K (Glassdoor est.),4,"Flatiron Health
4.0","New York, NY",501 to 1000 employees,Information Technology,Unknown / Non-Applicable
Data Scientist II,$129K-$210K (Glassdoor est.),3.6,"MediaMath
3.6","New York, NY",501 to 1000 employees,Business Services,$100 to $500 million (USD)
Data Scientist,$129K-$210K (Glassdoor est.),3.7,"Via Transportation
3.7","New York, NY",501 to 1000 employees,Information Technology,Unknown / Non-Applicable
Data Analyst,$129K-$210K (Glassdoor est.),5,"Whip Media Group
5.0","New York, NY",51 to 200 employees,,Unknown / Non-Applicable
Data Scientist,$129K-$210K (Glassdoor est.),3.4,"Voice
3.4","Brooklyn, NY",Unknown,,Unknown / Non-Applicable
IGNITE Graduate Development Program Application Developer / Data Scientist / Business Analyst,$12K-$111K (Glassdoor est.),,Atos Healthcare,"Irving, TX",,,
Data Scientist,$12K-$111K (Glassdoor est.),,"CGI Technologies and Solutions, Inc.","Dallas, TX",,,
Data Scientist,$12K-$111K (Glassdoor est.),,Xcelo Group,"Irving, TX",,,
Data analyst,$12K-$111K (Glassdoor est.),3.6,"Pioneer Consulting Services LLC
3.6","Dallas, TX",1 to 50 employees,Information Technology,$1 to $5 million (USD)
Data Scientist,$12K-$111K (Glassdoor est.),4.5,"Radiant Digital
4.5","Irving, TX",1 to 50 employees,,Less than $1 million (USD)
Data Analyst,$12K-$111K (Glassdoor est.),1,"Sphinix Solutions
1.0","Dallas, TX",1 to 50 employees,Information Technology,Less than $1 million (USD)
IGNITE Graduate Development Program - Application Developer / Data Scientist / Business Analyst,$12K-$111K (Glassdoor est.),3.4,"Atos
3.4","Irving, TX",10000+ employees,Information Technology,$10+ billion (USD)
(Senior) Human Scientist,$12K-$111K (Glassdoor est.),4.3,"Boston Consulting Group
4.3","Dallas, TX",10000+ employees,Business Services,$5 to $10 million (USD)
"Junior Data Scientist, Analytics",$12K-$111K (Glassdoor est.),3.5,"CGI
3.5","Arlington, TX",10000+ employees,Business Services,$10+ billion (USD)
Data Science - Analyst/Associate - Security Incident Response Team,$12K-$111K (Glassdoor est.),4,"Goldman Sachs
4.0","Dallas, TX",10000+ employees,Finance,$10+ billion (USD)
Data Science – Analyst/Associate - Security Incident Response Team,$12K-$111K (Glassdoor est.),4,"Goldman Sachs
4.0","Dallas, TX",10000+ employees,Finance,$10+ billion (USD)
Senior Data Scientist,$12K-$111K (Glassdoor est.),3.6,"Humana
3.6","Irving, TX",10000+ employees,Insurance,$10+ billion (USD)
Quantum Data Scientist (Industrial-Process sector),$12K-$111K (Glassdoor est.),3.7,"IBM
3.7","Dallas, TX",10000+ employees,Information Technology,$10+ billion (USD)
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$12K-$111K (Glassdoor est.),3.5,"Internal Revenue Service
3.5","Farmers Branch, TX",10000+ employees,Government,Unknown / Non-Applicable
Associate Data Scientist,$12K-$111K (Glassdoor est.),3.9,"J.P. Morgan
3.9","Lewisville, TX",10000+ employees,Finance,$10+ billion (USD)
Data Scientist,$12K-$111K (Glassdoor est.),3.9,"JPMorgan Chase & Co.
3.9","Lewisville, TX",10000+ employees,Finance,$10+ billion (USD)
Analytic Consultant 4,$12K-$111K (Glassdoor est.),3.6,"Wells Fargo
3.6","Irving, TX",10000+ employees,Finance,$10+ billion (USD)
Data Scientist,$12K-$111K (Glassdoor est.),2.2,"Cash Store
2.2","Irving, TX",1001 to 5000 employees,Finance,Unknown / Non-Applicable
Data Scientist,$12K-$111K (Glassdoor est.),3.8,"HMS Holdings
3.8","Irving, TX",1001 to 5000 employees,Health Care,$500 million to $1 billion (USD)
Data Analyst,$12K-$111K (Glassdoor est.),3.9,"PSG Global Solutions
3.9","Plano, TX",1001 to 5000 employees,Business Services,$25 to $50 million (USD)
Performance Improvement Data Analyst,$12K-$111K (Glassdoor est.),4,"Texas Scottish Rite Hospital for Children
4.0","Dallas, TX",1001 to 5000 employees,Health Care,Unknown / Non-Applicable
Research Scientist,$12K-$111K (Glassdoor est.),4.3,"UT Dallas
4.3","Richardson, TX",1001 to 5000 employees,Education,$100 to $500 million (USD)
DATA ANALYST,$12K-$111K (Glassdoor est.),3.1,"Dallas County
3.1","Dallas, TX",201 to 500 employees,Government,$50 to $100 million (USD)
Data Scientist,$12K-$111K (Glassdoor est.),2.5,"Health Management Systems, Inc.
2.5","Irving, TX",201 to 500 employees,Business Services,Unknown / Non-Applicable
Senior Data Scientist,$12K-$111K (Glassdoor est.),3.8,"Sense Corp
3.8","Dallas, TX",201 to 500 employees,Accounting & Legal,$10 to $25 million (USD)
Data Analyst,$12K-$111K (Glassdoor est.),3.4,"ZeniMax Media, Inc.
3.4","Dallas, TX",201 to 500 employees,Media,Unknown / Non-Applicable
Sr Data-Applied Scientist-PCCI,$12K-$111K (Glassdoor est.),3.6,"Parkland
3.6","Dallas, TX",5001 to 10000 employees,Health Care,$500 million to $1 billion (USD)
Machine Learning Engineer,$12K-$111K (Glassdoor est.),4.8,"Dialexa
4.8","Dallas, TX",51 to 200 employees,Information Technology,$10 to $25 million (USD)
Midlevel Data Scientist,$12K-$111K (Glassdoor est.),4.4,"MSYS Inc.
4.4","Dallas, TX",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Data Scientist,$12K-$111K (Glassdoor est.),4.2,"Prudent Technologies and Consulting
4.2","Grapevine, TX",51 to 200 employees,Information Technology,$25 to $50 million (USD)
Data Scientist,$12K-$111K (Glassdoor est.),,Stellent IT LLC,"Coppell, TX",Unknown,,Unknown / Non-Applicable
Data Scientist,$12K-$112K (Glassdoor est.),,Credera Experienced Hiring Job Board,"Dallas, TX",,,
Data Scientist,$12K-$112K (Glassdoor est.),,GradTests (gradtests.com),"Dallas, TX",,,
Data Scientist,$12K-$112K (Glassdoor est.),4,"40K INC
4.0","Dallas, TX",1 to 50 employees,,Unknown / Non-Applicable
Data Scientist,$12K-$112K (Glassdoor est.),,Bits and Binaries Inc,"Irving, TX",1 to 50 employees,,$1 to $5 million (USD)
Data Scientist,$12K-$112K (Glassdoor est.),5,"Cytracom
5.0","Allen, TX",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Data Scientist,$12K-$112K (Glassdoor est.),3.5,"HMS
3.5","Irving, TX",1 to 50 employees,,Unknown / Non-Applicable
Sr Data-Applied Scientist-PCCI,$12K-$112K (Glassdoor est.),4.3,"Parkland Center for Clinical Innovation
4.3","Dallas, TX",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Data Scientist,$12K-$112K (Glassdoor est.),3.9,"Predictive Research Inc
3.9","Plano, TX",1 to 50 employees,Business Services,Unknown / Non-Applicable
Federal - Data Scientist,$12K-$112K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","Dallas, TX",1 to 50 employees,Information Technology,$10 to $25 million (USD)
